graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,has_hamiltonian_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
535,12,9,"[[1, 2], [1, 8], [2, 3], [2, 10], [4, 10], [5, 6], [5, 10], [5, 11], [9, 10]]",3,"[0, 1, 8, 2, 3, 10, 4, 5, 9, 6, 11, 7]","{""5"": 1, ""9"": 2, ""4"": 3, ""6"": 3, ""10"": 2, ""2"": 1, ""3"": 3, ""8"": 2, ""11"": 1, ""1"": 1, ""0"": 1, ""7"": 1}",512,9,0,4,1.5,2,4,3,0,2,3,"[10, 1, 1]",0.13636363636363635
536,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
537,3,3,"[[0, 1], [0, 2], [1, 2]]",2,"[0, 1, 2]","{""1"": 1, ""0"": 2, ""2"": 2}",6,6,1,2,2.0,3,3,0,0,0,1,[3],1.0
538,12,12,"[[0, 1], [0, 11], [1, 2], [2, 3], [3, 9], [4, 5], [4, 10], [5, 6], [6, 9], [7, 8], [7, 11], [8, 10]]",2,"[0, 1, 11, 2, 7, 3, 8, 9, 10, 6, 4, 5]","{""1"": 1, ""11"": 2, ""2"": 1, ""7"": 2, ""3"": 1, ""8"": 2, ""9"": 1, ""10"": 2, ""6"": 1, ""4"": 2, ""0"": 2, ""5"": 1}",512,2,1,2,2.0,2,12,0,0,0,1,[12],0.18181818181818182
539,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
540,7,2,"[[0, 6], [4, 6]]",1,"[0, 6, 4, 1, 2, 3, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,240,0,2,0.5714285714285714,2,1,0,0,4,5,"[3, 1, 1, 1, 1]",0.09523809523809523
541,6,3,"[[0, 1], [2, 3], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,48,0,1,1.0,2,0,0,0,0,3,"[2, 2, 2]",0.2
542,3,2,"[[0, 1], [0, 2]]",1,"[1, 0, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
543,4,6,"[[0, 1], [0, 2], [0, 3], [1, 2], [1, 3], [2, 3]]",3,"[0, 1, 2, 3]","{""1"": 1, ""2"": 2, ""0"": 3, ""3"": 3}",24,24,1,3,3.0,4,4,4,0,0,1,[4],1.0
544,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
545,3,3,"[[0, 1], [0, 2], [1, 2]]",2,"[0, 1, 2]","{""1"": 1, ""0"": 2, ""2"": 2}",6,6,1,2,2.0,3,3,0,0,0,1,[3],1.0
546,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
547,5,0,[],1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,120,0,0,0.0,1,0,0,0,5,5,"[1, 1, 1, 1, 1]",0
548,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
549,6,1,"[[0, 3]]",1,"[0, 3, 1, 2, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,240,0,1,0.3333333333333333,2,0,0,0,4,5,"[2, 1, 1, 1, 1]",0.06666666666666667
550,6,2,"[[1, 2], [1, 4]]",1,"[0, 2, 1, 4, 3, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,48,0,2,0.6666666666666666,2,1,0,0,3,4,"[3, 1, 1, 1]",0.13333333333333333
551,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
552,6,2,"[[1, 3], [3, 4]]",1,"[0, 1, 3, 4, 2, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,48,0,2,0.6666666666666666,2,1,0,0,3,4,"[3, 1, 1, 1]",0.13333333333333333
553,7,6,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
554,5,0,[],1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,120,0,0,0.0,1,0,0,0,5,5,"[1, 1, 1, 1, 1]",0
555,7,6,"[[0, 3], [0, 5], [1, 3], [2, 4], [2, 6], [3, 6]]",2,"[0, 5, 1, 3, 2, 6, 4]","{""3"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""5"": 2, ""6"": 1, ""4"": 2}",5040,180,0,3,1.7142857142857142,2,4,1,0,0,1,[7],0.2857142857142857
556,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
557,4,1,"[[1, 2]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,12,0,1,0.5,2,0,0,0,2,3,"[2, 1, 1]",0.16666666666666666
558,11,38,"[[0, 7], [1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [1, 8], [1, 9], [1, 10], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [3, 4], [3, 6], [3, 7], [3, 8], [3, 9], [4, 5], [4, 7], [4, 8], [4, 9], [4, 10], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 7], [6, 8], [6, 10], [7, 8], [7, 10], [8, 9], [8, 10], [9, 10]]",7,"[4, 1, 3, 5, 7, 8, 9, 10, 2, 6, 0]","{""8"": 1, ""9"": 2, ""5"": 3, ""7"": 4, ""10"": 5, ""2"": 6, ""3"": 7, ""1"": 6, ""6"": 7, ""4"": 5, ""0"": 3}",512,1,1,9,6.909090909090909,6,10,10,10,0,1,[11],0.6909090909090909
559,6,2,"[[0, 2], [1, 5]]",1,"[0, 2, 1, 5, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,96,0,1,0.6666666666666666,2,0,0,0,2,4,"[2, 2, 1, 1]",0.13333333333333333
560,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
561,4,3,"[[0, 1], [0, 3], [1, 2]]",1,"[2, 1, 0, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
562,10,24,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [1, 9], [2, 5], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 8], [5, 6], [5, 7], [5, 8], [5, 9], [6, 7], [8, 9]]",6,"[6, 3, 1, 7, 0, 5, 9, 8, 4, 2]","{""5"": 1, ""0"": 2, ""4"": 3, ""7"": 4, ""8"": 5, ""9"": 6, ""1"": 6, ""3"": 5, ""6"": 3, ""2"": 2}",512,22,1,9,4.8,5,10,8,5,0,1,[10],0.5333333333333333
563,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
564,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
565,6,5,"[[0, 1], [1, 2], [2, 3], [3, 4], [4, 5]]",1,"[0, 1, 2, 3, 4, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
566,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
567,11,22,"[[0, 4], [0, 6], [0, 9], [0, 10], [1, 2], [1, 3], [1, 5], [1, 6], [1, 9], [2, 3], [2, 7], [2, 9], [2, 10], [3, 4], [3, 9], [4, 5], [4, 7], [4, 8], [5, 6], [6, 7], [6, 9], [7, 10]]",6,"[1, 6, 3, 2, 5, 9, 0, 7, 4, 10, 8]","{""5"": 1, ""0"": 2, ""2"": 3, ""9"": 4, ""3"": 5, ""7"": 6, ""4"": 5, ""6"": 6, ""10"": 3, ""1"": 2, ""8"": 1}",512,9,1,5,4.0,4,10,10,5,0,1,[11],0.4
568,7,7,"[[0, 6], [1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [5, 6]]",2,"[0, 5, 6, 1, 2, 3, 4]","{""2"": 1, ""3"": 2, ""5"": 1, ""0"": 2, ""1"": 2, ""4"": 1, ""6"": 2}",5040,48,0,3,2.0,3,5,2,0,0,2,"[4, 3]",0.3333333333333333
569,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
570,6,5,"[[0, 3], [0, 5], [1, 3], [2, 4], [4, 5]]",1,"[1, 3, 0, 5, 4, 2]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
571,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
572,3,2,"[[0, 1], [0, 2]]",1,"[1, 0, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
573,6,5,"[[0, 5], [1, 2], [2, 3], [3, 4], [3, 5]]",2,"[0, 1, 2, 3, 5, 4]","{""5"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2}",720,80,0,3,1.6666666666666667,2,3,1,0,0,1,[6],0.3333333333333333
574,7,2,"[[0, 3], [2, 3]]",1,"[0, 3, 2, 1, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,240,0,2,0.5714285714285714,2,1,0,0,4,5,"[3, 1, 1, 1, 1]",0.09523809523809523
575,7,6,"[[0, 1], [0, 6], [1, 2], [3, 6], [4, 6], [5, 6]]",2,"[0, 1, 2, 3, 6, 4, 5]","{""6"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1}",5040,108,0,4,1.7142857142857142,2,3,1,0,0,1,[7],0.2857142857142857
576,3,2,"[[0, 1], [0, 2]]",1,"[1, 0, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
577,11,5,"[[2, 3], [3, 9], [5, 9], [7, 9], [7, 10]]",2,"[0, 1, 2, 3, 9, 5, 7, 10, 4, 6, 8]","{""5"": 1, ""7"": 2, ""9"": 2, ""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""6"": 1, ""8"": 1, ""10"": 1}",512,13,0,3,0.9090909090909091,2,3,1,0,5,6,"[6, 1, 1, 1, 1, 1]",0.09090909090909091
578,8,0,[],1,"[0, 1, 2, 3, 4, 5, 6, 7]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,40320,0,0,0.0,1,0,0,0,8,8,"[1, 1, 1, 1, 1, 1, 1, 1]",0
579,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
580,8,17,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5], [5, 6], [6, 7]]",5,"[0, 1, 2, 3, 4, 5, 6, 7]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""0"": 5, ""5"": 5, ""6"": 1, ""7"": 1}",40320,2400,1,6,4.25,6,7,6,6,0,1,[8],0.6071428571428571
581,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
582,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
583,4,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,4,0,2,1.0,2,1,0,0,1,2,"[3, 1]",0.3333333333333333
584,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
585,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
586,7,9,"[[0, 2], [0, 4], [0, 5], [0, 6], [1, 2], [1, 4], [2, 4], [2, 6], [5, 6]]",2,"[1, 4, 2, 0, 6, 5, 3]","{""0"": 1, ""2"": 2, ""4"": 1, ""6"": 2, ""1"": 2, ""5"": 1, ""3"": 1}",5040,4,0,4,2.5714285714285716,3,6,4,0,1,2,"[6, 1]",0.42857142857142855
587,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
588,5,3,"[[0, 4], [1, 3], [1, 4]]",1,"[0, 4, 1, 3, 2]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,4,0,2,1.2,2,2,0,0,1,2,"[4, 1]",0.3
589,7,4,"[[0, 1], [3, 4], [4, 5], [5, 6]]",1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,24,0,2,1.1428571428571428,2,2,0,0,1,3,"[4, 2, 1]",0.19047619047619047
590,7,0,[],1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,5040,0,0,0.0,1,0,0,0,7,7,"[1, 1, 1, 1, 1, 1, 1]",0
591,8,7,"[[0, 1], [1, 2], [2, 4], [3, 4], [4, 7], [5, 6], [5, 7]]",2,"[0, 1, 2, 3, 4, 5, 7, 6]","{""3"": 1, ""4"": 2, ""5"": 1, ""7"": 2, ""2"": 2, ""6"": 1, ""0"": 1, ""1"": 1}",40320,396,0,3,1.75,2,5,1,0,0,1,[8],0.25
592,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
593,5,4,"[[0, 2], [1, 4], [2, 3], [3, 4]]",1,"[0, 2, 3, 4, 1]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
594,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
595,9,9,"[[0, 1], [0, 8], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8]]",2,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","{""0"": 1, ""8"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}",512,5,1,2,2.0,2,9,0,0,0,1,[9],0.25
596,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
597,5,5,"[[0, 1], [0, 2], [1, 4], [2, 3], [3, 4]]",2,"[0, 1, 2, 3, 4]","{""1"": 1, ""2"": 2, ""3"": 2, ""4"": 1, ""0"": 2}",120,40,1,2,2.0,2,5,0,0,0,1,[5],0.5
598,6,5,"[[0, 1], [1, 2], [2, 4], [3, 4], [3, 5]]",1,"[0, 1, 2, 4, 3, 5]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
599,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
600,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
601,3,2,"[[0, 1], [1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,2,1,2,1.3333333333333333,2,1,0,0,0,1,[3],0.6666666666666666
602,10,15,"[[0, 9], [1, 2], [1, 3], [2, 3], [3, 5], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 6], [5, 7], [5, 8], [6, 8], [7, 8]]",4,"[0, 9, 4, 5, 6, 7, 8, 3, 1, 2]","{""6"": 1, ""7"": 2, ""3"": 3, ""5"": 3, ""8"": 4, ""4"": 4, ""1"": 1, ""2"": 2, ""0"": 1, ""9"": 1}",512,5,1,5,3.0,4,9,6,2,0,1,[10],0.3333333333333333
603,4,4,"[[0, 2], [0, 3], [1, 2], [2, 3]]",2,"[0, 2, 3, 1]","{""2"": 1, ""3"": 2, ""0"": 2, ""1"": 1}",24,8,1,3,2.0,3,3,1,0,0,1,[4],0.6666666666666666
604,11,11,"[[0, 6], [1, 2], [2, 3], [3, 6], [4, 6], [4, 8], [5, 6], [6, 7], [7, 8], [7, 10], [9, 10]]",3,"[9, 0, 10, 8, 7, 6, 3, 4, 1, 2, 5]","{""6"": 1, ""3"": 2, ""4"": 3, ""8"": 3, ""0"": 1, ""1"": 3, ""2"": 2, ""5"": 1, ""7"": 2, ""10"": 2, ""9"": 2}",512,3,0,5,2.0,2,7,2,1,0,1,[11],0.2
605,7,3,"[[0, 3], [0, 4], [0, 5]]",2,"[1, 2, 3, 0, 4, 5, 6]","{""4"": 1, ""0"": 2, ""5"": 2, ""1"": 1, ""2"": 1, ""3"": 1, ""6"": 1}",5040,1440,0,3,0.8571428571428571,2,1,1,0,3,4,"[4, 1, 1, 1]",0.14285714285714285
606,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
607,9,5,"[[0, 1], [0, 7], [1, 3], [3, 7], [7, 8]]",2,"[2, 0, 1, 7, 3, 8, 4, 5, 6]","{""1"": 1, ""3"": 1, ""7"": 2, ""0"": 2, ""8"": 2, ""2"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",512,10,0,3,1.1111111111111112,2,4,1,0,4,5,"[5, 1, 1, 1, 1]",0.1388888888888889
608,5,4,"[[0, 1], [0, 3], [1, 2], [3, 4]]",1,"[2, 1, 0, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
609,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
610,2,0,[],1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,0,0,0.0,1,0,0,0,2,2,"[1, 1]",0
611,3,0,[],1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,6,0,0,0.0,1,0,0,0,3,3,"[1, 1, 1]",0
612,12,11,"[[0, 1], [0, 3], [1, 2], [3, 4], [4, 5], [5, 6], [6, 8], [7, 8], [8, 11], [9, 10], [9, 11]]",2,"[2, 1, 0, 3, 4, 5, 6, 8, 7, 11, 9, 10]","{""7"": 1, ""8"": 2, ""11"": 2, ""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""9"": 1, ""10"": 1}",512,3,0,3,1.8333333333333333,2,9,1,0,0,1,[12],0.16666666666666666
613,7,6,"[[0, 1], [0, 2], [0, 4], [0, 6], [1, 5], [2, 3]]",2,"[1, 5, 3, 2, 0, 4, 6]","{""0"": 1, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1}",5040,96,0,4,1.7142857142857142,2,3,1,0,0,1,[7],0.2857142857142857
614,4,0,[],1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,24,0,0,0.0,1,0,0,0,4,4,"[1, 1, 1, 1]",0
615,6,1,"[[0, 5]]",1,"[0, 5, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,240,0,1,0.3333333333333333,2,0,0,0,4,5,"[2, 1, 1, 1, 1]",0.06666666666666667
616,7,0,[],1,"[0, 1, 2, 3, 4, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,5040,0,0,0.0,1,0,0,0,7,7,"[1, 1, 1, 1, 1, 1, 1]",0
617,4,3,"[[0, 1], [1, 2], [2, 3]]",1,"[0, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1}",24,2,1,2,1.5,2,2,0,0,0,1,[4],0.5
618,5,6,"[[0, 2], [0, 3], [0, 4], [2, 3], [2, 4], [3, 4]]",3,"[0, 2, 3, 4, 1]","{""2"": 1, ""3"": 2, ""0"": 3, ""4"": 3, ""1"": 1}",120,48,0,3,2.4,4,4,4,0,1,2,"[4, 1]",0.6
619,7,6,"[[0, 1], [1, 3], [2, 4], [2, 5], [3, 4], [5, 6]]",1,"[0, 1, 3, 4, 2, 5, 6]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1}",5040,2,1,2,1.7142857142857142,2,5,0,0,0,1,[7],0.2857142857142857
620,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
621,5,4,"[[0, 1], [0, 2], [0, 3], [0, 4]]",2,"[1, 2, 0, 3, 4]","{""0"": 1, ""2"": 2, ""3"": 2, ""1"": 1, ""4"": 1}",120,24,0,4,1.6,2,1,1,0,0,1,[5],0.4
622,5,4,"[[0, 1], [1, 2], [2, 3], [3, 4]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,2,1,2,1.6,2,3,0,0,0,1,[5],0.4
623,6,5,"[[0, 5], [1, 2], [1, 4], [2, 3], [4, 5]]",1,"[0, 5, 4, 1, 2, 3]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",720,2,1,2,1.6666666666666667,2,4,0,0,0,1,[6],0.3333333333333333
624,11,55,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 7], [6, 8], [6, 9], [6, 10], [7, 8], [7, 9], [7, 10], [8, 9], [8, 10], [9, 10]]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 4, ""5"": 5, ""6"": 6, ""7"": 7, ""8"": 8, ""9"": 9, ""0"": 10, ""10"": 10}",512,512,1,10,10.0,11,11,11,11,0,1,[11],1.0
625,7,6,"[[0, 1], [1, 2], [1, 3], [1, 6], [3, 4], [4, 5]]",2,"[0, 2, 1, 3, 4, 5, 6]","{""1"": 1, ""6"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""0"": 1}",5040,108,0,4,1.7142857142857142,2,3,1,0,0,1,[7],0.2857142857142857
626,5,1,"[[0, 1]]",1,"[0, 1, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1}",120,48,0,1,0.4,2,0,0,0,3,4,"[2, 1, 1, 1]",0.1
627,2,1,"[[0, 1]]",1,"[0, 1]","{""0"": 1, ""1"": 1}",2,2,1,1,1.0,2,0,0,0,0,1,[2],1.0
628,12,32,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 10], [1, 5], [1, 6], [1, 8], [1, 10], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [3, 11], [4, 5], [4, 7], [4, 8], [4, 9], [5, 6], [5, 7], [5, 9], [5, 10], [7, 9], [7, 11], [8, 11], [9, 10], [9, 11]]",6,"[11, 3, 7, 8, 9, 0, 5, 6, 4, 1, 10, 2]","{""5"": 1, ""0"": 2, ""6"": 3, ""4"": 4, ""8"": 5, ""9"": 6, ""1"": 5, ""7"": 4, ""3"": 3, ""10"": 6, ""2"": 2, ""11"": 1}",512,1,1,9,5.333333333333333,4,11,11,8,0,1,[12],0.48484848484848486
629,3,1,"[[1, 2]]",1,"[0, 1, 2]","{""0"": 1, ""1"": 1, ""2"": 1}",6,4,0,1,0.6666666666666666,2,0,0,0,1,2,"[2, 1]",0.3333333333333333
630,10,7,"[[0, 9], [1, 2], [1, 7], [2, 6], [2, 8], [3, 4], [7, 9]]",2,"[5, 0, 9, 7, 1, 2, 6, 8, 3, 4]","{""6"": 1, ""2"": 2, ""8"": 2, ""0"": 1, ""1"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""7"": 1, ""9"": 1}",512,3,0,3,1.4,2,4,1,0,1,3,"[7, 2, 1]",0.15555555555555556
