graph_id,n,m,edges,best_k,best_ordering,best_coloring,num_orderings,num_optimal_orderings,image_path,max_degree,avg_degree,clique_number,num_deg_ge_2,num_deg_ge_3,num_deg_ge_5,num_isolated,num_components,component_sizes,density
301,8,7,"[[0, 4], [0, 6], [1, 2], [1, 4], [1, 6], [3, 7], [4, 7]]",2,"[0, 6, 1, 4, 2, 3, 7, 5]","{""4"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""6"": 2, ""7"": 1, ""5"": 1}",40320,176,out_dataset\two_color\graph_301.png,3,1.75,2,5,2,0,1,2,"[7, 1]",0.25
302,8,10,"[[0, 2], [0, 7], [1, 2], [1, 3], [1, 5], [2, 3], [2, 7], [3, 4], [4, 6], [5, 7]]",3,"[0, 2, 1, 7, 3, 4, 5, 6]","{""1"": 1, ""7"": 2, ""5"": 1, ""2"": 3, ""3"": 3, ""4"": 3, ""0"": 2, ""6"": 2}",40320,656,out_dataset\three_color\graph_302.png,4,2.5,3,7,4,0,0,1,[8],0.35714285714285715
303,8,12,"[[0, 1], [0, 2], [0, 5], [0, 7], [1, 2], [1, 5], [1, 7], [2, 4], [2, 6], [2, 7], [3, 6], [4, 5]]",3,"[3, 4, 6, 5, 2, 0, 1, 7]","{""0"": 1, ""2"": 2, ""5"": 3, ""1"": 3, ""6"": 1, ""4"": 2, ""7"": 2, ""3"": 1}",40320,48,out_dataset\three_color\graph_303.png,5,3.0,4,7,5,1,0,1,[8],0.42857142857142855
304,8,7,"[[0, 3], [1, 6], [1, 7], [3, 7], [4, 6], [4, 7], [6, 7]]",2,"[0, 2, 3, 1, 7, 6, 4, 5]","{""1"": 1, ""2"": 1, ""3"": 2, ""6"": 1, ""7"": 2, ""0"": 2, ""4"": 2, ""5"": 1}",40320,128,out_dataset\two_color\graph_304.png,4,1.75,3,5,2,0,2,3,"[6, 1, 1]",0.25
305,8,14,"[[0, 1], [1, 4], [1, 5], [1, 6], [1, 7], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [4, 6], [4, 7], [5, 7], [6, 7]]",4,"[0, 1, 4, 5, 6, 7, 3, 2]","{""6"": 1, ""5"": 2, ""7"": 3, ""3"": 4, ""4"": 4, ""1"": 3, ""2"": 2, ""0"": 1}",40320,834,out_dataset\other_color\graph_305.png,5,3.5,4,7,6,2,0,1,[8],0.5
306,8,13,"[[0, 2], [0, 3], [0, 4], [1, 4], [1, 5], [2, 3], [2, 4], [2, 6], [3, 6], [4, 6], [4, 7], [5, 7], [6, 7]]",3,"[0, 2, 3, 4, 6, 1, 5, 7]","{""4"": 1, ""6"": 2, ""3"": 3, ""1"": 3, ""2"": 2, ""5"": 3, ""7"": 1, ""0"": 1}",40320,74,out_dataset\three_color\graph_306.png,5,3.25,3,8,6,1,0,1,[8],0.4642857142857143
307,8,10,"[[0, 3], [1, 4], [2, 3], [2, 5], [2, 6], [3, 6], [3, 7], [4, 5], [4, 6], [6, 7]]",2,"[0, 7, 3, 6, 2, 4, 5, 1]","{""2"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 2, ""7"": 2, ""0"": 1, ""1"": 2}",40320,4,out_dataset\two_color\graph_307.png,4,2.5,3,6,4,0,0,1,[8],0.35714285714285715
308,8,11,"[[0, 4], [0, 7], [1, 3], [1, 5], [1, 6], [2, 3], [2, 5], [3, 5], [3, 6], [3, 7], [5, 7]]",3,"[0, 4, 2, 5, 3, 7, 1, 6]","{""7"": 1, ""0"": 1, ""3"": 2, ""5"": 3, ""1"": 3, ""2"": 2, ""4"": 2, ""6"": 2}",40320,282,out_dataset\three_color\graph_308.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
309,8,11,"[[0, 1], [0, 4], [0, 6], [1, 3], [1, 5], [2, 4], [2, 6], [3, 6], [4, 6], [4, 7], [5, 7]]",3,"[1, 3, 0, 5, 6, 4, 2, 7]","{""5"": 1, ""0"": 2, ""4"": 2, ""6"": 3, ""2"": 3, ""3"": 3, ""7"": 1, ""1"": 1}",40320,336,out_dataset\three_color\graph_309.png,4,2.75,3,8,4,0,0,1,[8],0.39285714285714285
310,8,7,"[[0, 3], [0, 5], [1, 2], [2, 4], [2, 5], [3, 5], [6, 7]]",2,"[0, 3, 5, 1, 2, 4, 6, 7]","{""1"": 1, ""3"": 1, ""5"": 2, ""0"": 2, ""2"": 2, ""4"": 1, ""6"": 1, ""7"": 1}",40320,320,out_dataset\two_color\graph_310.png,3,1.75,3,4,2,0,0,2,"[6, 2]",0.25
311,8,8,"[[0, 1], [0, 2], [0, 5], [0, 7], [1, 5], [2, 6], [5, 6], [5, 7]]",3,"[1, 0, 2, 5, 6, 3, 4, 7]","{""0"": 1, ""5"": 2, ""7"": 1, ""2"": 3, ""3"": 3, ""4"": 3, ""6"": 3, ""1"": 2}",40320,2400,out_dataset\three_color\graph_311.png,4,2.0,3,6,2,0,2,3,"[6, 1, 1]",0.2857142857142857
312,8,10,"[[0, 1], [0, 3], [1, 3], [1, 4], [1, 6], [2, 6], [3, 4], [3, 5], [4, 5], [5, 7]]",2,"[2, 6, 0, 1, 3, 4, 5, 7]","{""0"": 1, ""1"": 2, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 2, ""2"": 1, ""7"": 1}",40320,4,out_dataset\two_color\graph_312.png,4,2.5,3,6,4,0,0,1,[8],0.35714285714285715
313,8,10,"[[0, 3], [0, 5], [0, 7], [1, 2], [1, 5], [2, 3], [3, 5], [3, 6], [3, 7], [5, 6]]",3,"[0, 7, 3, 2, 1, 5, 4, 6]","{""3"": 1, ""5"": 2, ""0"": 2, ""1"": 3, ""2"": 3, ""6"": 1, ""4"": 3, ""7"": 3}",40320,486,out_dataset\three_color\graph_313.png,5,2.5,3,7,3,1,1,2,"[7, 1]",0.35714285714285715
314,8,9,"[[0, 4], [1, 2], [1, 5], [2, 5], [3, 4], [3, 6], [3, 7], [4, 5], [6, 7]]",2,"[1, 2, 5, 0, 4, 3, 6, 7]","{""0"": 1, ""2"": 1, ""5"": 2, ""6"": 1, ""1"": 2, ""3"": 2, ""4"": 2, ""7"": 2}",40320,64,out_dataset\two_color\graph_314.png,3,2.25,3,7,3,0,0,1,[8],0.32142857142857145
315,8,10,"[[0, 3], [0, 7], [1, 6], [1, 7], [3, 4], [3, 5], [3, 6], [4, 6], [4, 7], [5, 7]]",3,"[0, 2, 4, 3, 7, 6, 5, 1]","{""3"": 1, ""7"": 2, ""6"": 3, ""0"": 2, ""2"": 3, ""4"": 3, ""5"": 1, ""1"": 2}",40320,100,out_dataset\three_color\graph_315.png,4,2.5,3,7,4,0,1,2,"[7, 1]",0.35714285714285715
316,8,11,"[[1, 2], [1, 5], [1, 6], [2, 3], [2, 5], [2, 6], [3, 6], [4, 5], [4, 6], [5, 6], [5, 7]]",3,"[0, 1, 2, 6, 5, 3, 4, 7]","{""3"": 1, ""5"": 2, ""6"": 3, ""2"": 1, ""4"": 3, ""1"": 2, ""7"": 2, ""0"": 1}",40320,162,out_dataset\three_color\graph_316.png,5,2.75,4,6,4,2,1,2,"[7, 1]",0.39285714285714285
317,8,9,"[[0, 2], [1, 4], [1, 5], [2, 3], [2, 5], [2, 7], [3, 6], [3, 7], [4, 6]]",2,"[0, 7, 2, 3, 5, 1, 4, 6]","{""3"": 1, ""6"": 1, ""1"": 2, ""2"": 2, ""4"": 2, ""5"": 2, ""7"": 1, ""0"": 2}",40320,16,out_dataset\two_color\graph_317.png,4,2.25,3,7,2,0,0,1,[8],0.32142857142857145
318,8,11,"[[0, 2], [0, 4], [0, 5], [0, 6], [1, 2], [1, 5], [2, 3], [2, 6], [4, 6], [4, 7], [5, 6]]",3,"[1, 3, 2, 0, 5, 6, 4, 7]","{""5"": 1, ""0"": 2, ""2"": 3, ""1"": 1, ""3"": 2, ""6"": 3, ""4"": 2, ""7"": 1}",40320,184,out_dataset\three_color\graph_318.png,4,2.75,3,6,5,0,0,1,[8],0.39285714285714285
319,8,14,"[[0, 1], [0, 3], [0, 4], [0, 5], [0, 7], [1, 3], [2, 6], [2, 7], [3, 5], [3, 6], [4, 5], [4, 6], [4, 7], [6, 7]]",3,"[1, 3, 5, 0, 4, 6, 7, 2]","{""0"": 1, ""3"": 2, ""4"": 3, ""5"": 3, ""6"": 2, ""7"": 1, ""1"": 1, ""2"": 2}",40320,18,out_dataset\three_color\graph_319.png,5,3.5,3,8,6,1,0,1,[8],0.5
320,8,11,"[[0, 4], [0, 5], [0, 6], [1, 2], [1, 6], [2, 4], [3, 6], [4, 5], [4, 7], [5, 6], [6, 7]]",3,"[1, 2, 0, 4, 6, 5, 7, 3]","{""6"": 1, ""0"": 2, ""4"": 3, ""5"": 2, ""1"": 1, ""2"": 3, ""7"": 3, ""3"": 1}",40320,20,out_dataset\three_color\graph_320.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
321,8,6,"[[0, 2], [2, 5], [3, 4], [4, 5], [5, 6], [6, 7]]",2,"[0, 1, 2, 3, 4, 5, 6, 7]","{""2"": 1, ""1"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""0"": 1, ""6"": 1, ""7"": 1}",40320,912,out_dataset\two_color\graph_321.png,3,1.5,2,4,1,0,1,2,"[7, 1]",0.21428571428571427
322,8,11,"[[0, 1], [0, 5], [0, 7], [1, 3], [1, 5], [2, 5], [2, 6], [3, 5], [3, 6], [4, 7], [5, 6]]",3,"[0, 1, 7, 4, 2, 5, 3, 6]","{""5"": 1, ""1"": 2, ""3"": 2, ""0"": 1, ""2"": 3, ""4"": 3, ""7"": 3, ""6"": 3}",40320,336,out_dataset\three_color\graph_322.png,5,2.75,3,7,5,1,0,1,[8],0.39285714285714285
323,8,12,"[[0, 1], [0, 3], [0, 7], [1, 4], [1, 5], [1, 6], [1, 7], [2, 6], [2, 7], [3, 4], [3, 7], [4, 7]]",3,"[0, 3, 7, 4, 1, 2, 5, 6]","{""1"": 1, ""2"": 2, ""4"": 3, ""7"": 2, ""0"": 1, ""3"": 3, ""5"": 3, ""6"": 1}",40320,80,out_dataset\three_color\graph_323.png,5,3.0,3,7,5,2,0,1,[8],0.42857142857142855
324,8,7,"[[0, 2], [1, 2], [1, 5], [1, 7], [2, 5], [3, 7], [4, 5]]",2,"[0, 2, 1, 5, 4, 3, 7, 6]","{""1"": 1, ""7"": 1, ""3"": 2, ""4"": 2, ""5"": 2, ""2"": 2, ""0"": 1, ""6"": 1}",40320,208,out_dataset\two_color\graph_324.png,3,1.75,3,4,3,0,1,2,"[7, 1]",0.25
325,8,14,"[[0, 1], [0, 2], [0, 3], [0, 5], [1, 2], [1, 6], [1, 7], [3, 5], [3, 7], [4, 5], [4, 6], [5, 6], [5, 7], [6, 7]]",3,"[2, 0, 3, 1, 5, 7, 6, 4]","{""1"": 1, ""3"": 2, ""5"": 3, ""7"": 2, ""0"": 3, ""6"": 1, ""2"": 1, ""4"": 3}",40320,2,out_dataset\three_color\graph_325.png,5,3.5,3,8,6,1,0,1,[8],0.5
326,8,7,"[[0, 4], [1, 2], [1, 4], [1, 6], [2, 6], [3, 4], [4, 5]]",2,"[0, 3, 4, 5, 1, 2, 6, 7]","{""1"": 1, ""2"": 2, ""5"": 2, ""4"": 1, ""3"": 2, ""0"": 1, ""6"": 1, ""7"": 1}",40320,192,out_dataset\two_color\graph_326.png,4,1.75,3,4,2,0,1,2,"[7, 1]",0.25
327,8,10,"[[0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [2, 3], [2, 7], [3, 6], [4, 6], [4, 7]]",3,"[1, 2, 7, 0, 3, 4, 5, 6]","{""0"": 1, ""3"": 2, ""4"": 3, ""7"": 3, ""2"": 2, ""5"": 1, ""1"": 1, ""6"": 2}",40320,304,out_dataset\three_color\graph_327.png,5,2.5,3,6,4,1,0,1,[8],0.35714285714285715
328,8,11,"[[0, 6], [1, 3], [1, 4], [1, 5], [2, 5], [2, 7], [3, 4], [3, 6], [4, 6], [5, 7], [6, 7]]",3,"[0, 2, 5, 7, 1, 6, 3, 4]","{""6"": 1, ""0"": 1, ""1"": 2, ""5"": 2, ""7"": 3, ""2"": 3, ""3"": 3, ""4"": 2}",40320,372,out_dataset\three_color\graph_328.png,4,2.75,3,7,6,0,0,1,[8],0.39285714285714285
329,8,9,"[[0, 2], [0, 3], [0, 5], [0, 7], [1, 2], [1, 7], [3, 4], [3, 6], [4, 6]]",2,"[1, 2, 7, 0, 5, 3, 4, 6]","{""0"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 2, ""7"": 2, ""1"": 2, ""6"": 1}",40320,32,out_dataset\two_color\graph_329.png,4,2.25,3,7,2,0,0,1,[8],0.32142857142857145
330,8,14,"[[0, 3], [0, 5], [0, 6], [0, 7], [1, 2], [2, 3], [2, 7], [3, 5], [3, 6], [4, 5], [4, 6], [4, 7], [5, 6], [6, 7]]",4,"[0, 3, 5, 6, 2, 4, 7, 1]","{""6"": 1, ""7"": 2, ""0"": 2, ""2"": 3, ""4"": 4, ""5"": 4, ""3"": 3, ""1"": 1}",40320,742,out_dataset\other_color\graph_330.png,5,3.5,4,7,7,1,0,1,[8],0.5
331,8,10,"[[0, 2], [0, 3], [0, 5], [1, 2], [1, 6], [3, 4], [3, 5], [3, 6], [4, 5], [5, 6]]",3,"[0, 2, 1, 3, 5, 6, 4, 7]","{""3"": 1, ""5"": 2, ""0"": 2, ""1"": 3, ""2"": 3, ""6"": 3, ""4"": 1, ""7"": 1}",40320,408,out_dataset\three_color\graph_331.png,4,2.5,3,7,4,0,1,2,"[7, 1]",0.35714285714285715
332,8,5,"[[0, 3], [0, 4], [0, 7], [2, 6], [6, 7]]",2,"[1, 2, 3, 6, 0, 7, 4, 5]","{""0"": 1, ""3"": 1, ""6"": 2, ""7"": 2, ""2"": 2, ""4"": 1, ""1"": 1, ""5"": 1}",40320,1856,out_dataset\two_color\graph_332.png,3,1.25,2,3,1,0,2,3,"[6, 1, 1]",0.17857142857142858
333,8,5,"[[0, 1], [1, 3], [2, 5], [5, 7], [6, 7]]",1,"[0, 1, 3, 2, 5, 7, 6, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,24,out_dataset\one_color\graph_333.png,2,1.25,2,3,0,0,1,3,"[4, 3, 1]",0.17857142857142858
334,8,12,"[[0, 1], [0, 2], [0, 4], [0, 6], [1, 4], [1, 6], [2, 5], [2, 6], [2, 7], [3, 4], [3, 5], [5, 6]]",3,"[1, 0, 4, 3, 5, 6, 2, 7]","{""0"": 1, ""6"": 2, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 3, ""5"": 3, ""7"": 1}",40320,74,out_dataset\three_color\graph_334.png,4,3.0,3,7,6,0,0,1,[8],0.42857142857142855
335,8,6,"[[0, 1], [0, 4], [2, 3], [3, 7], [4, 7], [6, 7]]",2,"[0, 1, 2, 3, 4, 7, 5, 6]","{""4"": 1, ""0"": 1, ""1"": 2, ""2"": 2, ""3"": 2, ""5"": 1, ""7"": 2, ""6"": 2}",40320,856,out_dataset\two_color\graph_335.png,3,1.5,2,4,1,0,1,2,"[7, 1]",0.21428571428571427
336,8,12,"[[0, 1], [0, 2], [1, 3], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [4, 6], [5, 6], [5, 7], [6, 7]]",3,"[0, 1, 2, 4, 3, 6, 5, 7]","{""3"": 1, ""4"": 2, ""6"": 3, ""1"": 1, ""2"": 3, ""5"": 2, ""7"": 1, ""0"": 2}",40320,120,out_dataset\three_color\graph_336.png,5,3.0,4,8,4,2,0,1,[8],0.42857142857142855
337,8,7,"[[0, 2], [1, 3], [1, 7], [3, 4], [3, 6], [3, 7], [4, 7]]",2,"[0, 2, 1, 7, 3, 4, 5, 6]","{""3"": 1, ""4"": 2, ""5"": 2, ""6"": 1, ""7"": 2, ""1"": 1, ""0"": 1, ""2"": 1}",40320,144,out_dataset\two_color\graph_337.png,4,1.75,3,4,2,0,1,3,"[5, 2, 1]",0.25
338,8,6,"[[0, 1], [1, 2], [1, 7], [3, 6], [4, 6], [6, 7]]",2,"[0, 1, 2, 3, 6, 7, 4, 5]","{""7"": 1, ""1"": 1, ""2"": 2, ""3"": 2, ""6"": 2, ""4"": 2, ""0"": 1, ""5"": 1}",40320,512,out_dataset\two_color\graph_338.png,3,1.5,2,3,2,0,1,2,"[7, 1]",0.21428571428571427
339,8,10,"[[0, 1], [0, 2], [0, 5], [1, 3], [2, 3], [2, 4], [2, 6], [2, 7], [3, 4], [4, 6]]",3,"[0, 1, 3, 5, 2, 4, 6, 7]","{""2"": 1, ""5"": 2, ""4"": 3, ""0"": 1, ""1"": 3, ""3"": 3, ""6"": 2, ""7"": 1}",40320,566,out_dataset\three_color\graph_339.png,5,2.5,3,6,4,1,0,1,[8],0.35714285714285715
340,8,7,"[[0, 5], [0, 6], [1, 4], [2, 4], [3, 4], [4, 5], [5, 7]]",2,"[0, 6, 5, 7, 1, 4, 2, 3]","{""4"": 1, ""5"": 1, ""1"": 2, ""2"": 2, ""6"": 2, ""7"": 2, ""0"": 1, ""3"": 1}",40320,120,out_dataset\two_color\graph_340.png,4,1.75,2,3,2,0,0,1,[8],0.25
341,8,16,"[[0, 1], [0, 2], [0, 3], [0, 5], [1, 2], [1, 4], [1, 5], [1, 6], [2, 3], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [4, 5], [5, 6]]",4,"[4, 0, 1, 3, 5, 2, 6, 7]","{""3"": 1, ""1"": 2, ""5"": 3, ""0"": 4, ""2"": 4, ""6"": 2, ""4"": 3, ""7"": 1}",40320,64,out_dataset\other_color\graph_341.png,5,4.0,3,7,7,4,0,1,[8],0.5714285714285714
342,8,9,"[[0, 5], [1, 4], [1, 5], [2, 7], [3, 5], [3, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 1, 3, 5, 4, 2, 7, 6]","{""3"": 1, ""5"": 2, ""2"": 3, ""4"": 3, ""7"": 1, ""1"": 3, ""6"": 2, ""0"": 2}",40320,1096,out_dataset\three_color\graph_342.png,5,2.25,3,5,2,1,0,1,[8],0.32142857142857145
343,8,12,"[[0, 1], [0, 3], [0, 5], [0, 6], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [3, 4], [3, 5], [5, 6]]",3,"[2, 4, 3, 0, 1, 5, 6, 7]","{""0"": 1, ""1"": 2, ""5"": 3, ""3"": 3, ""6"": 1, ""4"": 2, ""7"": 2, ""2"": 1}",40320,40,out_dataset\three_color\graph_343.png,6,3.0,4,6,5,1,1,2,"[7, 1]",0.42857142857142855
344,8,11,"[[1, 2], [1, 3], [1, 7], [2, 5], [2, 7], [3, 4], [3, 6], [4, 6], [5, 6], [5, 7], [6, 7]]",3,"[0, 1, 2, 7, 3, 5, 6, 4]","{""3"": 1, ""5"": 2, ""7"": 3, ""2"": 2, ""6"": 3, ""1"": 1, ""4"": 1, ""0"": 1}",40320,192,out_dataset\three_color\graph_344.png,4,2.75,3,7,6,0,1,2,"[7, 1]",0.39285714285714285
345,8,10,"[[0, 1], [0, 3], [0, 5], [1, 2], [1, 4], [2, 4], [2, 5], [2, 6], [3, 4], [3, 7]]",3,"[0, 5, 1, 2, 3, 4, 6, 7]","{""3"": 1, ""1"": 2, ""2"": 3, ""4"": 2, ""0"": 1, ""5"": 3, ""6"": 3, ""7"": 1}",40320,324,out_dataset\three_color\graph_345.png,4,2.5,3,6,5,0,0,1,[8],0.35714285714285715
346,8,11,"[[0, 1], [0, 2], [0, 5], [0, 6], [0, 7], [1, 3], [1, 6], [3, 5], [4, 6], [4, 7], [6, 7]]",3,"[1, 3, 5, 0, 2, 4, 6, 7]","{""0"": 1, ""6"": 2, ""1"": 2, ""2"": 3, ""4"": 3, ""3"": 3, ""5"": 3, ""7"": 1}",40320,308,out_dataset\three_color\graph_346.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
347,8,11,"[[0, 4], [1, 3], [1, 4], [1, 5], [1, 7], [2, 3], [2, 4], [3, 5], [3, 7], [4, 6], [6, 7]]",3,"[0, 2, 4, 6, 1, 3, 7, 5]","{""3"": 1, ""1"": 2, ""2"": 1, ""6"": 3, ""4"": 2, ""7"": 3, ""5"": 2, ""0"": 2}",40320,144,out_dataset\three_color\graph_347.png,4,2.75,3,7,4,0,0,1,[8],0.39285714285714285
348,8,7,"[[0, 1], [1, 3], [1, 7], [2, 3], [2, 5], [3, 4], [4, 6]]",2,"[0, 1, 7, 2, 3, 4, 5, 6]","{""2"": 1, ""3"": 2, ""5"": 1, ""1"": 2, ""4"": 2, ""7"": 1, ""6"": 2, ""0"": 1}",40320,320,out_dataset\two_color\graph_348.png,3,1.75,2,4,2,0,0,1,[8],0.25
349,8,12,"[[0, 3], [0, 6], [1, 2], [1, 7], [2, 4], [3, 5], [3, 7], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 3, 5, 6, 7, 1, 2, 4]","{""6"": 1, ""7"": 2, ""5"": 3, ""1"": 3, ""2"": 3, ""3"": 2, ""4"": 1, ""0"": 1}",40320,102,out_dataset\three_color\graph_349.png,5,3.0,3,8,5,1,0,1,[8],0.42857142857142855
350,8,8,"[[0, 1], [0, 4], [1, 4], [1, 7], [3, 5], [3, 6], [4, 6], [6, 7]]",2,"[0, 1, 4, 6, 7, 2, 3, 5]","{""1"": 1, ""6"": 2, ""7"": 1, ""2"": 1, ""3"": 2, ""4"": 2, ""0"": 2, ""5"": 1}",40320,56,out_dataset\two_color\graph_350.png,3,2.0,3,6,3,0,1,2,"[7, 1]",0.2857142857142857
351,8,10,"[[0, 3], [0, 4], [0, 6], [0, 7], [1, 4], [1, 5], [2, 3], [2, 5], [3, 6], [5, 7]]",3,"[1, 2, 4, 5, 0, 3, 7, 6]","{""3"": 1, ""0"": 2, ""2"": 1, ""4"": 2, ""5"": 3, ""7"": 3, ""1"": 3, ""6"": 2}",40320,850,out_dataset\three_color\graph_351.png,4,2.5,3,8,3,0,0,1,[8],0.35714285714285715
352,8,11,"[[0, 1], [0, 2], [0, 6], [0, 7], [1, 4], [1, 5], [1, 6], [2, 4], [2, 6], [3, 5], [4, 5]]",3,"[2, 6, 0, 1, 4, 5, 3, 7]","{""0"": 1, ""4"": 2, ""1"": 3, ""7"": 1, ""2"": 2, ""5"": 3, ""6"": 3, ""3"": 2}",40320,182,out_dataset\three_color\graph_352.png,4,2.75,3,6,6,0,0,1,[8],0.39285714285714285
353,8,12,"[[0, 1], [0, 2], [0, 5], [1, 2], [1, 4], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 5], [3, 6]]",3,"[3, 5, 6, 2, 0, 1, 4, 7]","{""0"": 1, ""2"": 2, ""6"": 3, ""1"": 3, ""5"": 1, ""3"": 2, ""4"": 2, ""7"": 1}",40320,48,out_dataset\three_color\graph_353.png,6,3.0,3,7,6,1,1,2,"[7, 1]",0.42857142857142855
354,8,11,"[[0, 1], [0, 5], [1, 4], [1, 6], [2, 5], [3, 4], [3, 7], [4, 7], [5, 6], [5, 7], [6, 7]]",3,"[0, 1, 6, 4, 5, 7, 2, 3]","{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 3, ""0"": 2, ""1"": 1, ""2"": 2, ""3"": 1}",40320,134,out_dataset\three_color\graph_354.png,4,2.75,3,7,5,0,0,1,[8],0.39285714285714285
355,8,6,"[[0, 3], [1, 4], [2, 4], [2, 5], [3, 5], [4, 6]]",2,"[0, 1, 3, 5, 2, 4, 6, 7]","{""1"": 1, ""4"": 1, ""2"": 2, ""3"": 2, ""5"": 2, ""0"": 2, ""6"": 1, ""7"": 1}",40320,776,out_dataset\two_color\graph_355.png,3,1.5,2,4,1,0,1,2,"[7, 1]",0.21428571428571427
356,8,3,"[[0, 7], [1, 6], [5, 6]]",1,"[0, 7, 1, 6, 5, 2, 3, 4]","{""0"": 1, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1}",40320,480,out_dataset\one_color\graph_356.png,2,0.75,2,1,0,0,3,5,"[3, 2, 1, 1, 1]",0.10714285714285714
357,8,14,"[[0, 1], [0, 2], [0, 5], [1, 2], [1, 7], [2, 5], [2, 6], [2, 7], [3, 4], [4, 5], [4, 6], [4, 7], [5, 6], [6, 7]]",3,"[0, 1, 2, 5, 7, 6, 4, 3]","{""2"": 1, ""5"": 2, ""7"": 3, ""1"": 3, ""6"": 1, ""0"": 2, ""4"": 2, ""3"": 1}",40320,8,out_dataset\three_color\graph_357.png,5,3.5,3,7,7,1,0,1,[8],0.5
358,8,13,"[[0, 1], [0, 4], [0, 5], [0, 6], [1, 4], [1, 5], [1, 7], [2, 5], [3, 4], [3, 5], [3, 6], [5, 6], [5, 7]]",4,"[0, 1, 4, 3, 5, 6, 2, 7]","{""5"": 1, ""1"": 2, ""6"": 3, ""3"": 4, ""4"": 4, ""7"": 2, ""0"": 3, ""2"": 4}",40320,1546,out_dataset\other_color\graph_358.png,6,3.25,3,7,6,1,0,1,[8],0.4642857142857143
359,8,11,"[[0, 3], [0, 4], [0, 5], [1, 3], [1, 7], [2, 6], [3, 6], [3, 7], [4, 7], [5, 7], [6, 7]]",3,"[0, 4, 5, 3, 7, 1, 2, 6]","{""3"": 1, ""7"": 2, ""5"": 3, ""1"": 3, ""2"": 3, ""4"": 2, ""6"": 1, ""0"": 1}",40320,160,out_dataset\three_color\graph_359.png,5,2.75,3,7,4,1,0,1,[8],0.39285714285714285
360,8,9,"[[0, 1], [0, 6], [0, 7], [1, 2], [1, 6], [2, 4], [3, 4], [3, 6], [4, 7]]",3,"[0, 1, 6, 2, 3, 4, 5, 7]","{""0"": 1, ""7"": 1, ""2"": 2, ""3"": 3, ""4"": 2, ""6"": 3, ""1"": 2, ""5"": 3}",40320,1344,out_dataset\three_color\graph_360.png,3,2.25,3,7,4,0,1,2,"[7, 1]",0.32142857142857145
361,8,7,"[[0, 2], [1, 3], [1, 5], [1, 6], [2, 3], [3, 5], [4, 7]]",2,"[0, 2, 3, 1, 5, 4, 6, 7]","{""1"": 1, ""6"": 1, ""4"": 2, ""5"": 2, ""3"": 2, ""7"": 2, ""0"": 1, ""2"": 1}",40320,312,out_dataset\two_color\graph_361.png,3,1.75,3,4,2,0,0,2,"[6, 2]",0.25
362,8,8,"[[0, 1], [0, 2], [1, 7], [2, 3], [3, 6], [4, 6], [5, 7], [6, 7]]",2,"[0, 1, 2, 3, 6, 7, 4, 5]","{""1"": 1, ""7"": 1, ""2"": 2, ""3"": 2, ""4"": 2, ""6"": 2, ""0"": 2, ""5"": 1}",40320,72,out_dataset\two_color\graph_362.png,3,2.0,2,6,2,0,0,1,[8],0.2857142857142857
363,8,15,"[[0, 6], [0, 7], [1, 2], [1, 3], [1, 4], [1, 5], [1, 7], [2, 6], [2, 7], [3, 5], [3, 6], [4, 5], [4, 7], [5, 7], [6, 7]]",4,"[0, 2, 3, 6, 7, 1, 4, 5]","{""3"": 1, ""6"": 2, ""7"": 3, ""1"": 4, ""2"": 4, ""4"": 2, ""5"": 1, ""0"": 3}",40320,600,out_dataset\other_color\graph_363.png,6,3.75,4,8,7,2,0,1,[8],0.5357142857142857
364,8,5,"[[0, 2], [2, 4], [2, 7], [3, 5], [4, 6]]",2,"[0, 1, 2, 4, 6, 3, 5, 7]","{""2"": 1, ""7"": 1, ""1"": 2, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""0"": 1}",40320,2320,out_dataset\two_color\graph_364.png,3,1.25,2,2,1,0,1,3,"[5, 2, 1]",0.17857142857142858
